id,dataset,population_id,unique_identifier,plot,previous_generation,line,genealogy,pedigree,rep,treatment,block,row,col,trial,env,ADAPT,DF,DPM,FeSEED,FLCOL,GH,MEHA,MT2H,PHI,PLHA,POM,POM_corrected,PSC,seed_weight_PHI,SW100,SCP,SDBR,SSC,SSZ,total_weight_PHI,TSW,YDHA,YDHPL,ZnSEED,col_f,row_f
10601,Pal18A_irr,65,18ACA01184.000,1184,17ACC01987.000,DAA_063,AS  17541-10C F2-(CM)C-1C-(CM)C-(M)C,(SAB  659xSAA   20) X (SAP    1-15xDAB  528),R2,T213,B2,2,38,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,14,14,NA,NA,61,NA,NA,NA,NA,NA,517.09,NA,2197.6325,NA,32,2
10649,Pal18A_irr,65,18ACA01232.000,1232,17ACA02473.000,DAB_939,0,SAB659xKATB1,R3,T17,B1,2,45,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,13.7,13.7,NA,NA,40,NA,NA,NA,NA,NA,494.42,NA,2635.76883,NA,33,2
10648,Pal18A_irr,65,18ACA01231.000,1231,17ACC01843.000,DAN_035,SA  26439-4C  F2-(CM)C-(CM)C-4C-(CM)C-(CM)C-(M)C,NUA240 x (DAB74 x SAB712),R3,T286,B1,2,46,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,14.5,14.5,NA,NA,49,NA,NA,NA,NA,NA,480.81,NA,1934.820972,NA,34,2
10647,Pal18A_irr,65,18ACA01230.000,1230,17ACA03593.000,DAA_014,AS17573-6CF2-(CM)C-2C-(CM)C-(M)C,DAB489X(SAB659xSAA17),R3,T157,B1,2,47,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15.1,15.1,NA,NA,60,NA,NA,NA,NA,NA,244.94,NA,NA,NA,35,2
10646,Pal18A_irr,65,18ACA01229.000,1229,17ACA03589.000,DAA_065,AS17540-16CF2-(CM)C-4C-(CM)C-(M)C,(SAB659xSAA17)X(SAP1-15xDAB528),R3,T156,B1,2,48,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14,14,NA,NA,46,NA,NA,NA,NA,NA,326.59,NA,3701.353333,NA,36,2
10645,Pal18A_irr,65,18ACA01228.000,1228,17ACA03493.000,LPA_777,0,SEQ1006X(SUG47XUSA63)X(PVA773XSEA5),R3,T141,B1,2,49,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,13.1,13.1,NA,NA,55,NA,NA,NA,NA,NA,553.38,NA,2795.85593,NA,37,2
10644,Pal18A_irr,65,18ACA01227.000,1227,17ACA02653.000,DAB_549,0,(KATB1xSAB618)X(SAB620xSAB631),R3,T46,B1,2,50,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,13.6,13.6,NA,NA,42,NA,NA,NA,NA,NA,362.87,NA,1999.187757,NA,38,2
10643,Pal18A_irr,65,18ACA01226.000,1226,17ACA02797.000,DAB_616,0,SEQ1036xRMA44,R3,T66,B1,2,51,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14.1,14.1,NA,NA,46,NA,NA,NA,NA,NA,399.16,NA,2606.857549,NA,39,2
10642,Pal18A_irr,65,18ACA01225.000,1225,17ACC01805.000,DAA_072,AS  17570-2C F2-(CM)C-4C-(CM)C-(M)C,(SAP    1-15xSAB  659) X DAB  441,R3,T230,B1,2,52,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,13,13,NA,NA,60,NA,NA,NA,NA,NA,453.59,NA,1950.173285,NA,40,2
10641,Pal18A_irr,65,18ACA01224.000,1224,17ACA03525.000,DAA_151,SZ17572-4CF2-(CM)C-10C-(CM)C-(M)C,(SAB659xMAZ21)XDAB489,R3,T147,B2,2,53,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12.7,12.7,NA,NA,50,NA,NA,NA,NA,NA,290.3,NA,1926.807826,NA,41,2
10640,Pal18A_irr,65,18ACA01223.000,1223,17ACA02605.000,DAB_277,0,(SAB628xCAL143)XSAB659,R3,T37,B2,2,54,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12.6,12.6,NA,NA,50,NA,NA,NA,NA,NA,458.13,NA,NA,NA,42,2
10639,Pal18A_irr,65,18ACA01222.000,1222,17ACC01983.000,DAN_063,NA  26682-26C F2-(CM)C-3C-(CM)C-(M)C,(NUA537 x MAZ21) x DAB441,R3,T267,B2,2,55,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,15.4,15.4,NA,NA,54,NA,NA,NA,NA,NA,299.37,NA,1854.237442,NA,43,2
10638,Pal18A_irr,65,18ACA01221.000,1221,17ACA02873.000,DAB_628,0,SAB560xRMC57,R3,T78,B2,2,56,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,13.7,NA,NA,49,NA,NA,NA,NA,NA,149.69,NA,NA,NA,44,2
10637,Pal18A_irr,65,18ACA01220.000,1220,17ACA03009.000,PVA_773,0,G13922x(G21721xG6474),R3,T94,B2,2,57,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,14.1,14.1,NA,NA,52,NA,NA,NA,NA,NA,548.85,NA,3006.322787,NA,45,2
10636,Pal18A_irr,65,18ACA01219.000,1219,17ACA02857.000,DAB_630,0,SAB560xRMC57,R3,T75,B2,2,58,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14.8,14.8,NA,NA,48,NA,NA,NA,NA,NA,290.3,NA,4074.326744,NA,46,2
10635,Pal18A_irr,65,18ACA01218.000,1218,17ACC01653.000,NDZ_009,NA  26691-9C F2-(CM)C-6C-(CM)C-(M)C,(NUA357 x MAZ21) x (NUA432 x (NUA240 x (DAB74 x SAB712))),R3,T282,B2,2,59,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,14.3,14.3,NA,NA,41,NA,NA,NA,NA,NA,294.83,NA,1314.375236,NA,47,2
10634,Pal18A_irr,65,18ACA01217.000,1217,17ACC01959.000,DAA_128,SA  26339-(M)Z  F2-4C-(CM)C-3C-(CM)C-(CM)C,DAB74 x DAB395,R3,T324,B2,2,60,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,13.7,13.7,NA,NA,69,NA,NA,NA,NA,NA,340.19,NA,2523.219156,NA,48,2
9882,Pal18A_irr,65,18ACA00465.000,465,17ACC01623.000,DAZ_003,SZ  17551-4C F2-(CM)C-1C-(CM)C-(M)C,(DAB  528xMAZ   32) X (SAP    1-11xSAA   20),R1,T315,B3,3,1,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,12.8,12.8,6,NA,46,NA,NA,NA,NA,NA,408.23,NA,1901.823231,NA,1,3
9883,Pal18A_irr,65,18ACA00466.000,466,17ACA03177.000,SAP_001-16,0,0,R1,T124,B3,3,2,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15.1,13.7,6,NA,42,NA,NA,2,NA,NA,231.33,NA,3286.141279,NA,2,3
9884,Pal18A_irr,65,18ACA00467.000,467,17ACA02761.000,DAB_583,0,SEQ1004xBRB266,R1,T61,B3,3,3,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,13.6,13.6,5,NA,44,NA,NA,7,NA,NA,417.3,NA,1926.242112,NA,3,3
9885,Pal18A_irr,65,18ACA00468.000,468,17ACA02481.000,DAB_933,0,SAB675xKATB1,R1,T19,B3,3,4,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,13.8,13.8,3,NA,51,NA,NA,NA,NA,NA,399.16,NA,4000.882791,NA,4,3
9886,Pal18A_irr,65,18ACA00469.000,469,15ACC06052.000,DAA_191,SA26906-17CF2-(CM)C-3C-(CM)C,(DAB  295 x DAB  525) x (DAB  494 x DAB  317),R1,T355,B3,3,5,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.89,13.7,6,NA,21,NA,NA,2,NA,NA,49.9,NA,NA,NA,5,3
9887,Pal18A_irr,65,18ACA00470.000,470,NA,CAL_096,0,0,R1,T382,B3,3,6,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,13.1,13.1,6,NA,61,NA,NA,2,NA,NA,390.09,NA,2577.280666,NA,6,3
9888,Pal18A_irr,65,18ACA00471.000,471,17ACA03633.000,DAA_126,NA26679-36CF2-(CM)C-5C-(CM)C-(M)C,(NUA357xMAZ21)xDAB525,R1,T164,B3,3,7,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12.5,12.5,6,NA,53,NA,NA,NA,NA,NA,417.3,NA,4511.146439,NA,7,3
9889,Pal18A_irr,65,18ACA00472.000,472,17ACA03541.000,DAA_142,SZ17550-4CF2-(CM)C-5C-(CM)C-(M)C,(DAB528xMAZ21)X(DAB555xSAA17),R1,T150,B3,3,8,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14.1,14.1,6,NA,53,NA,NA,NA,NA,NA,426.38,NA,3620.015779,NA,8,3
9890,Pal18A_irr,65,18ACA00473.000,473,17ACA02973.000,SAB_626,0,(COS16xICAQUIMBAYA)F1xSAB258,R1,T89,B4,3,9,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,12.6,12.6,2,NA,56,NA,NA,6,NA,NA,594.21,NA,3540.004884,NA,9,3
9891,Pal18A_irr,65,18ACA00474.000,474,17ACA03681.000,DAA_024,AS17543-3CF2-(CM)C-6C-(CM)C-(M)C,(DAB555xSAA17)X(SAP1-15xSAB659),R1,T172,B4,3,10,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,14,14,6,NA,56,NA,NA,2,NA,NA,498.95,NA,4039.119048,NA,10,3
9892,Pal18A_irr,65,18ACA00475.000,475,17ACC01615.000,DAN_052,NA  26691-27C F2-(CM)C-10C-(CM)C-(M)C,(NUA357 x MAZ21) x (NUA432 x (NUA240 x (DAB74 x SAB712))),R1,T276,B4,3,11,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,13.7,13.7,6,NA,40,NA,NA,NA,NA,NA,694,NA,3382.615947,NA,11,3
9893,Pal18A_irr,65,18ACA00476.000,476,15ACC06044.000,DAA_207,SA26909-11CF2-(CM)C-1C-(CM)C,(DAB  494 x DAB  525) x (DAB  525 x DAB  317),R1,T369,B4,3,12,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12.4,13.7,6,NA,52,NA,NA,NA,NA,NA,195.04,NA,NA,NA,12,3
9894,Pal18A_irr,65,18ACA00477.000,477,17ACA02833.000,DAB_596,0,SAB560xRMC57,R1,T71,B4,3,13,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14.2,13.7,6,NA,50,NA,NA,NA,NA,NA,163.29,NA,NA,NA,13,3
9895,Pal18A_irr,65,18ACA00478.000,478,17ACA03641.000,DAN_057,NA26677-25CF2-(CM)C-5C-(CM)C-(M)C,(NUA103xMAZ32)xDAB441,R1,T165,B4,3,14,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,14.5,14.5,2,NA,50,NA,NA,6,NA,NA,535.24,NA,2444.913074,NA,14,3
9896,Pal18A_irr,65,18ACA00479.000,479,17ACA03169.000,SAA_020,0,0,R1,T122,B4,3,15,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,15.5,15.5,1,NA,43,NA,NA,NA,NA,NA,385.55,NA,2576.011977,NA,15,3
9897,Pal18A_irr,65,18ACA00480.000,480,17ACA02633.000,DAB_402,0,(SAB628xCAL143)XSAB659,R1,T42,B4,3,16,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12.9,12.9,2,NA,58,NA,NA,6,NA,NA,385.55,NA,4741.560507,NA,16,3
10585,Pal18A_irr,65,18ACA01168.000,1168,17ACA02873.000,DAB_628,0,SAB560xRMC57,R2,T78,B3,3,23,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14.3,14.3,NA,NA,46,NA,NA,NA,NA,NA,299.37,NA,3901.182048,NA,17,3
10584,Pal18A_irr,65,18ACA01167.000,1167,15ACC05987.000,DAA_188,SA26904-25CF2-(CM)C-2C-(CM)C,(DAB  295 x DAB  494) x (DAB  525 x DAB  528),R2,T352,B3,3,24,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.69,13.7,NA,NA,24,NA,NA,NA,NA,NA,49.9,NA,NA,NA,18,3
10583,Pal18A_irr,65,18ACA01166.000,1166,17ACC02191.000,CAL_096,0,0,R2,T335,B3,3,25,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,14,13.7,NA,NA,46,NA,NA,NA,NA,NA,145.15,NA,NA,NA,19,3
10582,Pal18A_irr,65,18ACA01165.000,1165,17ACA02761.000,DAB_583,0,SEQ1004xBRB266,R2,T61,B3,3,26,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,12.6,13.7,NA,NA,45,NA,NA,NA,NA,NA,136.08,NA,966.5372093,NA,20,3
10581,Pal18A_irr,65,18ACA01164.000,1164,17ACA02609.000,DAB_252,0,(SAB628xCAL143)XSAB659,R2,T38,B3,3,27,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12.6,12.6,NA,NA,47,NA,NA,NA,NA,NA,362.87,NA,3918.257602,NA,21,3
10580,Pal18A_irr,65,18ACA01163.000,1163,17ACA02821.000,DAB_593,0,SAB560xRMC57,R2,T69,B3,3,28,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12.9,12.9,NA,NA,46,NA,NA,NA,NA,NA,299.37,NA,4295.321308,NA,22,3
10579,Pal18A_irr,65,18ACA01162.000,1162,17ACA03533.000,DAA_148,SZ17572-3CF2-(CM)C-10C-(CM)C-(M)C,(SAB659xMAZ21)XDAB489,R2,T149,B3,3,29,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14.2,14.2,NA,NA,46,NA,NA,NA,NA,NA,331.12,NA,3743.96614,NA,23,3
10578,Pal18A_irr,65,18ACA01161.000,1161,17ACA02465.000,ACC_026,0,((RMA71xRMC65)x(RMX2xBRB266))xAFR298,R2,T16,B3,3,30,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14.1,14.1,NA,NA,41,NA,NA,NA,NA,NA,458.13,NA,2991.982285,NA,24,3
10577,Pal18A_irr,65,18ACA01160.000,1160,15ACC06016.000,DAA_182,SA26901-11CF2-(CM)C-3C-(CM)C,(DAB   74 x DAB  525) x (DAB  494 x DAB  317),R2,T346,B4,3,31,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13.3,13.3,NA,NA,37,NA,NA,NA,NA,NA,340.19,NA,3643.939251,NA,25,3
10576,Pal18A_irr,65,18ACA01159.000,1159,17ACA02625.000,DAB_251,0,0,R2,T199,B4,3,32,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14.6,14.6,NA,NA,50,NA,NA,NA,NA,NA,312.98,NA,2641.769558,NA,26,3
10575,Pal18A_irr,65,18ACA01158.000,1158,17ACC01979.000,DAA_146,SZ  17572-2C F2-(CM)C-5C-(CM)C-(M)C,(SAB  659xMAZ   21) X DAB  489,R2,T318,B4,3,33,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,12.6,12.6,NA,NA,45,NA,NA,NA,NA,NA,508.02,NA,1908.028605,NA,27,3
10574,Pal18A_irr,65,18ACA01157.000,1157,17ACA02745.000,DAB_580,0,BRB211xRMC57,R2,T59,B4,3,34,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,12.7,13.7,NA,NA,58,NA,NA,NA,NA,NA,204.12,NA,1391.813581,NA,28,3
10573,Pal18A_irr,65,18ACA01156.000,1156,17ACC02223.000,DAN_056,NA  26679-31C F2-(CM)C-7C-(CM)C-(M)C,(NUA357 x MAZ21) x DAB525,R2,T258,B4,3,35,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,13.6,13.6,NA,NA,38,NA,NA,NA,NA,NA,299.37,NA,1311.015671,NA,29,3
10572,Pal18A_irr,65,18ACA01155.000,1155,17ACA02681.000,DAB_604,0,SUG47xRAA30,R2,T50,B4,3,36,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,13.4,13.4,NA,NA,48,NA,NA,NA,NA,NA,303.91,NA,1926.857459,NA,30,3
10571,Pal18A_irr,65,18ACA01154.000,1154,17ACA03613.000,DAA_052,AS17540-12CF2-(CM)C-1C-(CM)C-(M)C,(SAB659xSAA17)X(SAP1-15xDAB528),R2,T162,B4,3,37,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,13.7,NA,NA,48,NA,NA,NA,NA,NA,213.19,NA,NA,NA,31,3
10570,Pal18A_irr,65,18ACA01153.000,1153,17ACA02697.000,DAB_605,0,SUG47xBRB25,R2,T53,B4,3,38,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,14.3,14.3,NA,NA,45,NA,NA,NA,NA,NA,331.12,NA,1869.801271,NA,32,3
10650,Pal18A_irr,65,18ACA01233.000,1233,17ACA03189.000,NUA_430,0,(RADICALSANGILxG23823E)x(RADICALSANGILxBID115),R3,T126,B3,3,45,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,12.9,12.9,NA,NA,50,NA,NA,NA,NA,NA,312.98,NA,2342.919545,NA,33,3
10651,Pal18A_irr,65,18ACA01234.000,1234,15ACC05992.000,DAA_194,SA26908-15CF2-(CM)C-2C-(CM)C,(DAB  295 x DAB  528) x (DAB  528 x DAB  302),R3,T358,B3,3,46,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.35,13.7,NA,NA,23,NA,NA,NA,NA,NA,31.75,NA,NA,NA,34,3
10652,Pal18A_irr,65,18ACA01235.000,1235,15ACC06133.000,DAA_186,SA26924-10CF2-(CM)C-2C-(CM)C,(DAB  295 x DAB  302) x (DAB  528 x DAB  317),R3,T350,B3,3,47,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12.6,13.7,NA,NA,38,NA,NA,NA,NA,NA,127.01,NA,NA,NA,35,3
10653,Pal18A_irr,65,18ACA01236.000,1236,17ACA03601.000,DAA_060,AS17541-12CF2-(CM)C-2C-(CM)C-(M)C,(SAB659xSAA20)X(SAP1-15xDAB528),R3,T159,B3,3,48,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,13.5,13.5,NA,NA,50,NA,NA,NA,NA,NA,408.23,NA,2792.103326,NA,36,3
10654,Pal18A_irr,65,18ACA01237.000,1237,17ACA02341.000,DAB_912,0,SAB645xKATB9,R3,T6,B3,3,49,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,13,13,NA,NA,51,NA,NA,NA,NA,NA,517.09,NA,2223.186366,NA,37,3
10655,Pal18A_irr,65,18ACA01238.000,1238,17ACA03541.000,DAA_142,SZ17550-4CF2-(CM)C-5C-(CM)C-(M)C,(DAB528xMAZ21)X(DAB555xSAA17),R3,T150,B3,3,50,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,12.8,12.8,NA,NA,58,NA,NA,NA,NA,NA,371.95,NA,3374.410526,NA,38,3
10656,Pal18A_irr,65,18ACA01239.000,1239,17ACA03665.000,DAA_029,AS17541-16CF2-(CM)C-3C-(CM)C-(M)C,(SAB659xSAA20)X(SAP1-15xDAB528),R3,T169,B3,3,51,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,12.4,12.4,NA,NA,67,NA,NA,NA,NA,NA,476.27,NA,3436.34343,NA,39,3
10657,Pal18A_irr,65,18ACA01240.000,1240,17ACA03605.000,DAA_059,AS17541-17CF2-(CM)C-2C-(CM)C-(M)C,(SAB659xSAA20)X(SAP1-15xDAB528),R3,T160,B3,3,52,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,15.2,15.2,NA,NA,47,NA,NA,NA,NA,NA,322.05,NA,2570.693688,NA,40,3
10658,Pal18A_irr,65,18ACA01241.000,1241,17ACC01781.000,DAN_061,NA  26682-5C F2-(CM)C-7C-(CM)C-(M)C,(NUA537 x MAZ21) x DAB441,R3,T271,B4,3,53,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,15.2,15.2,NA,NA,40,NA,NA,NA,NA,NA,267.62,NA,1094.160499,NA,41,3
10659,Pal18A_irr,65,18ACA01242.000,1242,17ACA02917.000,LPA_435,0,SAB682x(SUG47xRAA30)x(SUG47xUSA63),R3,T84,B4,3,54,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,12.9,12.9,NA,NA,42,NA,NA,NA,NA,NA,353.8,NA,1791.626744,NA,42,3
10660,Pal18A_irr,65,18ACA01243.000,1243,17ACA03513.000,DAA_145,SZ17572-2CF2-(CM)C-4C-(CM)C-(M)C,(SAB659xMAZ21)XDAB489,R3,T144,B4,3,55,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,12.9,12.9,NA,NA,54,NA,NA,NA,NA,NA,412.77,NA,2368.947826,NA,43,3
10661,Pal18A_irr,65,18ACA01244.000,1244,17ACA03005.000,SAB_712,0,(ABA58xICAQUIMBAYA)F1xSAB258,R3,T93,B4,3,56,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,12.6,12.6,NA,NA,49,NA,NA,NA,NA,NA,353.8,NA,2037.504031,NA,44,3
10662,Pal18A_irr,65,18ACA01245.000,1245,17ACC02017.000,DAA_050,AS  17573-15C F2-(CM)C-4C-(CM)C-(M)C,DAB  489 X (SAB  659xSAA   17),R3,T235,B4,3,57,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,15.3,15.3,NA,NA,47,NA,NA,NA,NA,NA,571.53,NA,2278.366686,NA,45,3
10663,Pal18A_irr,65,18ACA01246.000,1246,17ACA02813.000,DAB_591,0,SAB516xBRB267,R3,T68,B4,3,58,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,14.3,14.3,NA,NA,51,NA,NA,NA,NA,NA,263.08,NA,NA,NA,46,3
10664,Pal18A_irr,65,18ACA01247.000,1247,17ACA02953.000,LPA_732,0,SEQ1006x(SUG47xUSA77)x(PVA773xSEA5),R3,T88,B4,3,59,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,15.2,15.2,NA,NA,56,NA,NA,NA,NA,NA,322.05,NA,2347.155106,NA,47,3
10665,Pal18A_irr,65,18ACA01248.000,1248,15ACC06046.000,DAA_217,SA26922-6CF2-(CM)C-1C-(CM)C,(DAB  528 x DAB  317) x (DAB  525 x DAB  302),R3,T379,B4,3,60,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14.5,13.7,NA,NA,48,NA,NA,NA,NA,NA,167.83,NA,NA,NA,48,3
9913,Pal18A_irr,65,18ACA00496.000,496,17ACA03533.000,DAA_148,SZ17572-3CF2-(CM)C-10C-(CM)C-(M)C,(SAB659xMAZ21)XDAB489,R1,T149,B3,4,1,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14.1,13.7,6,NA,51,NA,NA,2,NA,NA,235.87,NA,2680.507132,NA,1,4
9912,Pal18A_irr,65,18ACA00495.000,495,17ACA03725.000,DAA_091,SA26744-(M)CF2-1C-(CM)C-(M)C,DAB525xDAB302,R1,T182,B3,4,2,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13.5,13.7,6,NA,44,NA,NA,2,NA,NA,167.83,NA,1907.277364,NA,2,4
9911,Pal18A_irr,65,18ACA00494.000,494,17ACC01537.000,DAN_034,SA  26546-23C  F2-(CM)C-2C-(CM)C-(CM)C-(M)C,NUA291 x (NUA424 x (DAB164 x SAB620)),R1,T287,B3,4,3,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,13,13,6,NA,52,NA,NA,2,NA,NA,244.94,NA,1080.102147,NA,3,4
9910,Pal18A_irr,65,18ACA00493.000,493,17ACC01915.000,DAN_049,NA  26677-10C F2-(CM)C-3C-(CM)C-(M)C,(NUA103 x MAZ32) x DAB441,R1,T252,B3,4,4,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,13.7,13.7,6,NA,52,NA,NA,2,NA,NA,185.97,NA,1219.284526,NA,4,4
9909,Pal18A_irr,65,18ACA00492.000,492,15ACC06103.000,DAA_187,SA26915-17CF2-(CM)C-5C-(CM)C,(DAB  295 x DAB  317) x (DAB  525 x DAB  302),R1,T351,B3,4,5,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.1,13.7,6,NA,57,NA,NA,2,NA,NA,213.19,NA,NA,NA,5,4
9908,Pal18A_irr,65,18ACA00491.000,491,17ACA03625.000,NDZ_012,NA26683-5CF2-(CM)C-4C-(CM)C-(M)C,(NUA537xMAZ26)xDAB525,R1,T163,B3,4,6,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13.7,13.7,6,NA,47,NA,NA,2,NA,NA,403.7,NA,4591.226899,NA,6,4
9907,Pal18A_irr,65,18ACA00490.000,490,17ACA03053.000,SAB_259,0,PINTOVILLA/ICAQUIMBAYA//G23227/COS16,R1,T99,B3,4,7,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,13,2,NA,40,NA,NA,6,NA,NA,340.19,NA,3900.317907,NA,7,4
9906,Pal18A_irr,65,18ACA00489.000,489,17ACC01965.000,DAA_129,SA  26316-(M)Z  F2-5C-(CM)C-2C-(CM)C-(CM)C,DAB62 x DAB525,R1,T325,B3,4,8,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,12.7,12.7,6,NA,44,NA,NA,NA,NA,NA,535.24,NA,4198.46556,NA,8,4
9905,Pal18A_irr,65,18ACA00488.000,488,17ACA02917.000,LPA_435,0,SAB682x(SUG47xRAA30)x(SUG47xUSA63),R1,T84,B4,4,9,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,15.2,15.2,2,NA,43,NA,NA,6,NA,NA,439.98,NA,1756.02206,NA,9,4
9904,Pal18A_irr,65,18ACA00487.000,487,17ACA02477.000,DAB_930,0,SAB675xKATB1,R1,T18,B4,4,10,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,13.7,13.7,6,NA,43,NA,NA,NA,NA,NA,498.95,NA,3152.495887,NA,10,4
9903,Pal18A_irr,65,18ACA00486.000,486,17ACA02325.000,DAB_900,0,SAB645xKATB9,R1,T4,B4,4,11,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,13.9,13.9,2,NA,47,NA,NA,6,NA,NA,557.92,NA,2713.048186,NA,11,4
9902,Pal18A_irr,65,18ACA00485.000,485,17ACA02589.000,DAB_374,0,(CAL143xSAB620)XSAB626,R1,T34,B4,4,12,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,13.4,13.4,2,NA,46,NA,NA,6,NA,NA,376.48,NA,3068.958228,NA,12,4
9901,Pal18A_irr,65,18ACA00484.000,484,17ACA02673.000,AFR_619,0,A484xG4523,R1,T49,B4,4,13,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,14.2,14.2,6,NA,48,NA,NA,2,NA,NA,290.3,NA,1145.02861,NA,13,4
